#timestep    time     time step  time step   maximum   -----time step location----     time step
#  number    (sec)      (sec)    cfl (sec)    error    eq_loc  i_loc  j_loc  k_loc      control
    10640  1.064E-05  1.000E-09  2.733E-08  7.826E-07       0      0      0      0   fixed timestep
    10660  1.066E-05  1.000E-09  2.733E-08  4.638E-06       0      0      0      0   fixed timestep
    10680  1.068E-05  1.000E-09  2.733E-08  4.583E-05       0      0      0      0   fixed timestep
    10700  1.070E-05  1.000E-09  2.733E-08  1.215E-06       0      0      0      0   fixed timestep
    10720  1.072E-05  1.000E-09  2.733E-08  2.250E-06       0      0      0      0   fixed timestep
    10740  1.074E-05  1.000E-09  2.733E-08  1.064E-06       0      0      0      0   fixed timestep
    10760  1.076E-05  1.000E-09  2.733E-08  6.274E-07       0      0      0      0   fixed timestep
    10780  1.078E-05  1.000E-09  2.733E-08  9.446E-07       0      0      0      0   fixed timestep
    10800  1.080E-05  1.000E-09  2.733E-08  1.052E-05       0      0      0      0   fixed timestep
    10820  1.082E-05  1.000E-09  2.733E-08  1.408E-06       0      0      0      0   fixed timestep
    10840  1.084E-05  1.000E-09  2.733E-08  2.706E-05       0      0      0      0   fixed timestep
    10860  1.086E-05  1.000E-09  2.733E-08  1.491E-05       0      0      0      0   fixed timestep
    10880  1.088E-05  1.000E-09  2.733E-08  1.743E-06       0      0      0      0   fixed timestep
    10900  1.090E-05  1.000E-09  2.733E-08  1.659E-06       0      0      0      0   fixed timestep
    10920  1.092E-05  1.000E-09  2.733E-08  6.412E-07       0      0      0      0   fixed timestep
    10940  1.094E-05  1.000E-09  2.733E-08  8.120E-07       0      0      0      0   fixed timestep
    10960  1.096E-05  1.000E-09  2.733E-08  4.223E-07       0      0      0      0   fixed timestep
    10980  1.098E-05  1.000E-09  2.733E-08  9.904E-07       0      0      0      0   fixed timestep
    11000  1.100E-05  1.000E-09  2.733E-08  7.006E-07       0      0      0      0   fixed timestep
    11020  1.102E-05  1.000E-09  2.733E-08  3.378E-07       0      0      0      0   fixed timestep
    11040  1.104E-05  1.000E-09  2.733E-08  7.974E-07       0      0      0      0   fixed timestep
    11060  1.106E-05  1.000E-09  2.733E-08  4.832E-07       0      0      0      0   fixed timestep
    11080  1.108E-05  1.000E-09  2.733E-08  9.015E-07       0      0      0      0   fixed timestep
    11100  1.110E-05  1.000E-09  2.732E-08  3.518E-06       0      0      0      0   fixed timestep
    11120  1.112E-05  1.000E-09  2.732E-08  2.408E-06       0      0      0      0   fixed timestep
    11140  1.114E-05  1.000E-09  2.732E-08  3.870E-06       0      0      0      0   fixed timestep
    11160  1.116E-05  1.000E-09  2.732E-08  2.240E-07       0      0      0      0   fixed timestep
    11180  1.118E-05  1.000E-09  2.731E-08  4.371E-07       0      0      0      0   fixed timestep
    11200  1.120E-05  1.000E-09  2.731E-08  3.575E-07       0      0      0      0   fixed timestep
    11220  1.122E-05  1.000E-09  2.731E-08  1.153E-06       0      0      0      0   fixed timestep
    11240  1.124E-05  1.000E-09  2.730E-08  1.089E-07       0      0      0      0   fixed timestep
    11260  1.126E-05  1.000E-09  2.730E-08  8.941E-07       0      0      0      0   fixed timestep
    11280  1.128E-05  1.000E-09  2.730E-08  4.687E-07       0      0      0      0   fixed timestep
    11300  1.130E-05  1.000E-09  2.730E-08  7.899E-07       0      0      0      0   fixed timestep
    11320  1.132E-05  1.000E-09  2.731E-08  1.153E-06       0      0      0      0   fixed timestep
    11340  1.134E-05  1.000E-09  2.731E-08  2.630E-06       0      0      0      0   fixed timestep
    11360  1.136E-05  1.000E-09  2.731E-08  4.946E-07       0      0      0      0   fixed timestep
    11380  1.138E-05  1.000E-09  2.731E-08  3.723E-07       0      0      0      0   fixed timestep
    11400  1.140E-05  1.000E-09  2.731E-08  2.322E-07       0      0      0      0   fixed timestep
    11420  1.142E-05  1.000E-09  2.732E-08  8.590E-07       0      0      0      0   fixed timestep
    11440  1.144E-05  1.000E-09  2.732E-08  5.031E-07       0      0      0      0   fixed timestep
    11460  1.146E-05  1.000E-09  2.732E-08  4.539E-06       0      0      0      0   fixed timestep
    11480  1.148E-05  1.000E-09  2.732E-08  2.985E-06       0      0      0      0   fixed timestep
    11500  1.150E-05  1.000E-09  2.732E-08  3.531E-07       0      0      0      0   fixed timestep
    11520  1.152E-05  1.000E-09  2.732E-08  1.756E-06       0      0      0      0   fixed timestep
    11540  1.154E-05  1.000E-09  2.732E-08  1.086E-06       0      0      0      0   fixed timestep
    11560  1.156E-05  1.000E-09  2.732E-08  3.039E-07       0      0      0      0   fixed timestep
    11580  1.158E-05  1.000E-09  2.732E-08  6.967E-06       0      0      0      0   fixed timestep
    11600  1.160E-05  1.000E-09  2.732E-08  4.124E-07       0      0      0      0   fixed timestep
    11620  1.162E-05  1.000E-09  2.732E-08  1.419E-06       0      0      0      0   fixed timestep
    11640  1.164E-05  1.000E-09  2.732E-08  9.540E-06       0      0      0      0   fixed timestep
    11660  1.166E-05  1.000E-09  2.732E-08  6.510E-06       0      0      0      0   fixed timestep
    11680  1.168E-05  1.000E-09  2.731E-08  2.560E-06       0      0      0      0   fixed timestep
    11700  1.170E-05  1.000E-09  2.731E-08  5.014E-07       0      0      0      0   fixed timestep
    11720  1.172E-05  1.000E-09  2.731E-08  7.389E-07       0      0      0      0   fixed timestep
    11740  1.174E-05  1.000E-09  2.731E-08  9.996E-07       0      0      0      0   fixed timestep
    11760  1.176E-05  1.000E-09  2.731E-08  4.920E-07       0      0      0      0   fixed timestep
    11780  1.178E-05  1.000E-09  2.731E-08  6.411E-07       0      0      0      0   fixed timestep
    11800  1.180E-05  1.000E-09  2.731E-08  2.636E-06       0      0      0      0   fixed timestep
    11820  1.182E-05  1.000E-09  2.731E-08  7.489E-07       0      0      0      0   fixed timestep
    11840  1.184E-05  1.000E-09  2.731E-08  2.322E-07       0      0      0      0   fixed timestep
    11860  1.186E-05  1.000E-09  2.731E-08  1.188E-06       0      0      0      0   fixed timestep
    11880  1.188E-05  1.000E-09  2.731E-08  2.607E-06       0      0      0      0   fixed timestep
    11900  1.190E-05  1.000E-09  2.731E-08  1.180E-06       0      0      0      0   fixed timestep
    11920  1.192E-05  1.000E-09  2.731E-08  1.209E-06       0      0      0      0   fixed timestep
    11940  1.194E-05  1.000E-09  2.731E-08  1.784E-06       0      0      0      0   fixed timestep
    11960  1.196E-05  1.000E-09  2.731E-08  6.205E-07       0      0      0      0   fixed timestep
    11980  1.198E-05  1.000E-09  2.731E-08  2.093E-07       0      0      0      0   fixed timestep
    12000  1.200E-05  1.000E-09  2.730E-08  2.185E-06       0      0      0      0   fixed timestep
    12020  1.202E-05  1.000E-09  2.730E-08  9.856E-08       0      0      0      0   fixed timestep
    12040  1.204E-05  1.000E-09  2.730E-08  4.056E-06       0      0      0      0   fixed timestep
    12060  1.206E-05  1.000E-09  2.730E-08  2.178E-07       0      0      0      0   fixed timestep
    12080  1.208E-05  1.000E-09  2.730E-08  2.713E-07       0      0      0      0   fixed timestep
    12100  1.210E-05  1.000E-09  2.730E-08  9.323E-07       0      0      0      0   fixed timestep
    12120  1.212E-05  1.000E-09  2.730E-08  1.739E-06       0      0      0      0   fixed timestep
    12140  1.214E-05  1.000E-09  2.730E-08  7.756E-07       0      0      0      0   fixed timestep
    12160  1.216E-05  1.000E-09  2.730E-08  5.402E-07       0      0      0      0   fixed timestep
    12180  1.218E-05  1.000E-09  2.730E-08  3.521E-07       0      0      0      0   fixed timestep
    12200  1.220E-05  1.000E-09  2.729E-08  4.287E-06       0      0      0      0   fixed timestep
    12220  1.222E-05  1.000E-09  2.729E-08  6.951E-07       0      0      0      0   fixed timestep
    12240  1.224E-05  1.000E-09  2.729E-08  2.442E-06       0      0      0      0   fixed timestep
    12260  1.226E-05  1.000E-09  2.729E-08  1.380E-05       0      0      0      0   fixed timestep
    12280  1.228E-05  1.000E-09  2.729E-08  9.750E-07       0      0      0      0   fixed timestep
    12300  1.230E-05  1.000E-09  2.729E-08  2.566E-07       0      0      0      0   fixed timestep
    12320  1.232E-05  1.000E-09  2.729E-08  4.707E-07       0      0      0      0   fixed timestep
    12340  1.234E-05  1.000E-09  2.729E-08  6.850E-07       0      0      0      0   fixed timestep
    12360  1.236E-05  1.000E-09  2.729E-08  3.507E-07       0      0      0      0   fixed timestep
    12380  1.238E-05  1.000E-09  2.728E-08  4.119E-07       0      0      0      0   fixed timestep
    12400  1.240E-05  1.000E-09  2.728E-08  1.910E-06       0      0      0      0   fixed timestep
    12420  1.242E-05  1.000E-09  2.728E-08  2.175E-07       0      0      0      0   fixed timestep
    12440  1.244E-05  1.000E-09  2.728E-08  1.582E-07       0      0      0      0   fixed timestep
    12460  1.246E-05  1.000E-09  2.728E-08  3.187E-06       0      0      0      0   fixed timestep
    12480  1.248E-05  1.000E-09  2.728E-08  9.456E-07       0      0      0      0   fixed timestep
    12500  1.250E-05  1.000E-09  2.727E-08  3.239E-07       0      0      0      0   fixed timestep
    12520  1.252E-05  1.000E-09  2.727E-08  1.043E-07       0      0      0      0   fixed timestep
    12540  1.254E-05  1.000E-09  2.727E-08  5.181E-07       0      0      0      0   fixed timestep
    12560  1.256E-05  1.000E-09  2.727E-08  3.763E-08       0      0      0      0   fixed timestep
    12580  1.258E-05  1.000E-09  2.727E-08  9.956E-08       0      0      0      0   fixed timestep
    12600  1.260E-05  1.000E-09  2.727E-08  8.271E-07       0      0      0      0   fixed timestep
    12620  1.262E-05  1.000E-09  2.727E-08  6.274E-07       0      0      0      0   fixed timestep
    12640  1.264E-05  1.000E-09  2.726E-08  5.551E-07       0      0      0      0   fixed timestep
    12660  1.266E-05  1.000E-09  2.726E-08  3.766E-08       0      0      0      0   fixed timestep
    12680  1.268E-05  1.000E-09  2.726E-08  3.615E-08       0      0      0      0   fixed timestep
    12700  1.270E-05  1.000E-09  2.726E-08  1.293E-07       0      0      0      0   fixed timestep
    12720  1.272E-05  1.000E-09  2.726E-08  1.107E-07       0      0      0      0   fixed timestep
    12740  1.274E-05  1.000E-09  2.726E-08  1.158E-06       0      0      0      0   fixed timestep
    12760  1.276E-05  1.000E-09  2.726E-08  1.240E-06       0      0      0      0   fixed timestep
    12780  1.278E-05  1.000E-09  2.726E-08  1.966E-07       0      0      0      0   fixed timestep
    12800  1.280E-05  1.000E-09  2.725E-08  3.773E-07       0      0      0      0   fixed timestep
    12820  1.282E-05  1.000E-09  2.725E-08  1.077E-07       0      0      0      0   fixed timestep
    12840  1.284E-05  1.000E-09  2.725E-08  2.776E-07       0      0      0      0   fixed timestep
    12860  1.286E-05  1.000E-09  2.725E-08  2.505E-07       0      0      0      0   fixed timestep
    12880  1.288E-05  1.000E-09  2.725E-08  2.667E-07       0      0      0      0   fixed timestep
    12900  1.290E-05  1.000E-09  2.725E-08  9.885E-08       0      0      0      0   fixed timestep
    12920  1.292E-05  1.000E-09  2.724E-08  1.031E-07       0      0      0      0   fixed timestep
    12940  1.294E-05  1.000E-09  2.724E-08  8.802E-08       0      0      0      0   fixed timestep
    12960  1.296E-05  1.000E-09  2.724E-08  6.177E-08       0      0      0      0   fixed timestep
    12980  1.298E-05  1.000E-09  2.724E-08  5.766E-08       0      0      0      0   fixed timestep
    13000  1.300E-05  1.000E-09  2.724E-08  1.178E-07       0      0      0      0   fixed timestep
    13020  1.302E-05  1.000E-09  2.723E-08  2.314E-07       0      0      0      0   fixed timestep
    13040  1.304E-05  1.000E-09  2.723E-08  1.158E-07       0      0      0      0   fixed timestep
    13060  1.306E-05  1.000E-09  2.723E-08  1.819E-07       0      0      0      0   fixed timestep
    13080  1.308E-05  1.000E-09  2.723E-08  1.009E-07       0      0      0      0   fixed timestep
    13100  1.310E-05  1.000E-09  2.723E-08  2.520E-08       0      0      0      0   fixed timestep
    13120  1.312E-05  1.000E-09  2.722E-08  1.311E-06       0      0      0      0   fixed timestep
    13140  1.314E-05  1.000E-09  2.722E-08  1.399E-08       0      0      0      0   fixed timestep
    13160  1.316E-05  1.000E-09  2.722E-08  8.763E-09       0      0      0      0   fixed timestep
    13180  1.318E-05  1.000E-09  2.722E-08  2.785E-08       0      0      0      0   fixed timestep
    13200  1.320E-05  1.000E-09  2.722E-08  3.923E-07       0      0      0      0   fixed timestep
    13220  1.322E-05  1.000E-09  2.721E-08  2.855E-08       0      0      0      0   fixed timestep
    13240  1.324E-05  1.000E-09  2.721E-08  1.063E-07       0      0      0      0   fixed timestep
    13260  1.326E-05  1.000E-09  2.721E-08  6.649E-08       0      0      0      0   fixed timestep
    13280  1.328E-05  1.000E-09  2.721E-08  1.306E-07       0      0      0      0   fixed timestep
    13300  1.330E-05  1.000E-09  2.720E-08  4.634E-08       0      0      0      0   fixed timestep
    13320  1.332E-05  1.000E-09  2.720E-08  5.684E-08       0      0      0      0   fixed timestep
    13340  1.334E-05  1.000E-09  2.720E-08  1.665E-08       0      0      0      0   fixed timestep
    13360  1.336E-05  1.000E-09  2.719E-08  5.443E-08       0      0      0      0   fixed timestep
    13380  1.338E-05  1.000E-09  2.719E-08  3.679E-08       0      0      0      0   fixed timestep
    13400  1.340E-05  1.000E-09  2.719E-08  1.093E-08       0      0      0      0   fixed timestep
    13420  1.342E-05  1.000E-09  2.719E-08  1.208E-08       0      0      0      0   fixed timestep
    13440  1.344E-05  1.000E-09  2.718E-08  1.330E-07       0      0      0      0   fixed timestep
    13460  1.346E-05  1.000E-09  2.718E-08  1.505E-08       0      0      0      0   fixed timestep
    13480  1.348E-05  1.000E-09  2.718E-08  1.983E-08       0      0      0      0   fixed timestep
    13500  1.350E-05  1.000E-09  2.718E-08  9.875E-09       0      0      0      0   fixed timestep
    13520  1.352E-05  1.000E-09  2.717E-08  1.407E-08       0      0      0      0   fixed timestep
    13540  1.354E-05  1.000E-09  2.717E-08  2.054E-07       0      0      0      0   fixed timestep
    13560  1.356E-05  1.000E-09  2.717E-08  1.970E-08       0      0      0      0   fixed timestep
    13580  1.358E-05  1.000E-09  2.716E-08  1.646E-07       0      0      0      0   fixed timestep
    13600  1.360E-05  1.000E-09  2.716E-08  4.829E-07       0      0      0      0   fixed timestep
    13620  1.362E-05  1.000E-09  2.716E-08  1.676E-08       0      0      0      0   fixed timestep
    13640  1.364E-05  1.000E-09  2.715E-08  7.525E-08       0      0      0      0   fixed timestep
    13660  1.366E-05  1.000E-09  2.715E-08  5.434E-08       0      0      0      0   fixed timestep
    13680  1.368E-05  1.000E-09  2.714E-08  6.915E-08       0      0      0      0   fixed timestep
    13700  1.370E-05  1.000E-09  2.714E-08  4.176E-07       0      0      0      0   fixed timestep
