# C01-i_time   C02-time     C03-u        C04-v        C05-w        C06-rho      C07-T        C08-P        C09-Mass     C10-X Mom    C11-Y Mom    C12-H2       C13-O2       C14-O        C15-OH       C16-H2O      C17-H        C18-HO2      C19-H2O2     C20-CO       C21-CO2      C22-HCO      C23-N2    
#              (sec)        (cm/s)       (cm/s)       (cm/s)       (g/cm^3)     (K)          (atm)        g/cm^3                                                                                                                                                                                          
       19700  1.970E-005  -7.228E+001   0.000E+000   0.000E+000   1.719E-004   2.224E+003   1.225E+000   1.775E+002  -6.094E-014   0.000E+000   1.497E-003   6.510E-002   2.328E-002   1.667E-002   4.468E-002   1.793E-003   8.246E-006   2.822E-006   1.234E-001   1.117E-001   7.323E-007   6.103E-001
       19800  1.980E-005  -8.440E+001   0.000E+000   0.000E+000   1.720E-004   2.227E+003   1.226E+000   1.775E+002  -5.811E-014   0.000E+000   1.497E-003   6.505E-002   2.324E-002   1.670E-002   4.471E-002   1.788E-003   8.231E-006   2.808E-006   1.233E-001   1.118E-001   7.301E-007   6.103E-001
       19900  1.990E-005  -8.877E+001   0.000E+000   0.000E+000   1.721E-004   2.229E+003   1.227E+000   1.775E+002  -5.669E-014   0.000E+000   1.497E-003   6.499E-002   2.321E-002   1.673E-002   4.474E-002   1.783E-003   8.216E-006   2.794E-006   1.232E-001   1.120E-001   7.281E-007   6.103E-001
       20000  2.000E-005  -1.018E+002   0.000E+000   0.000E+000   1.721E-004   2.232E+003   1.228E+000   1.775E+002  -6.378E-014   0.000E+000   1.497E-003   6.493E-002   2.317E-002   1.676E-002   4.477E-002   1.778E-003   8.202E-006   2.781E-006   1.231E-001   1.121E-001   7.259E-007   6.103E-001
           1  1.000E-009  -2.945E+001   0.000E+000   0.000E+000   1.244E-004   1.006E+003   9.965E-001   1.599E+002   4.152E-017   0.000E+000   9.346E-003   1.854E-001   2.519E-012   6.556E-015   1.088E-017   8.701E-013   4.726E-012   2.689E-017   1.948E-001   3.670E-012   2.532E-015   6.104E-001
           2  2.000E-009  -1.158E+002   0.000E+000   0.000E+000   1.244E-004   1.012E+003   9.932E-001   1.599E+002   1.772E-016   0.000E+000   9.346E-003   1.854E-001   9.784E-012   5.076E-014   1.684E-016   3.390E-012   1.825E-011   1.989E-016   1.948E-001   1.417E-011   8.646E-015   6.104E-001
           3  3.000E-009  -2.550E+002   0.000E+000   0.000E+000   1.245E-004   1.018E+003   9.901E-001   1.599E+002   2.657E-016   0.000E+000   9.346E-003   1.854E-001   2.138E-011   1.654E-013   8.214E-016   7.428E-012   3.948E-011   6.152E-016   1.948E-001   3.076E-011  -6.858E-015   6.104E-001
           4  4.000E-009  -4.421E+002   0.000E+000   0.000E+000   1.245E-004   1.023E+003   9.873E-001   1.599E+002   5.758E-016   0.000E+000   9.346E-003   1.854E-001   3.684E-011   3.775E-013   2.491E-015   1.286E-011   6.723E-011   1.322E-015   1.948E-001   5.256E-011  -6.984E-015   6.104E-001
           5  5.000E-009  -6.710E+002   0.000E+000   0.000E+000   1.245E-004   1.028E+003   9.847E-001   1.599E+002   4.872E-016   0.000E+000   9.346E-003   1.854E-001   5.569E-011   7.078E-013   5.813E-015   1.956E-011   1.002E-010   2.312E-015   1.948E-001   7.858E-011  -7.008E-015   6.104E-001
           6  6.000E-009  -9.349E+002   0.000E+000   0.000E+000   1.246E-004   1.033E+003   9.826E-001   1.599E+002   8.858E-017   0.000E+000   9.346E-003   1.854E-001   7.742E-011   1.171E-012   1.148E-014   2.743E-011   1.370E-010   3.525E-015   1.948E-001   1.077E-010  -7.007E-015   6.104E-001
           7  7.000E-009  -1.226E+003   0.000E+000   0.000E+000   1.247E-004   1.038E+003   9.808E-001   1.599E+002  -1.772E-015   0.000E+000   9.346E-003   1.854E-001   1.015E-010   1.774E-012   2.015E-014   3.635E-011   1.763E-010   4.846E-015   1.948E-001   1.389E-010  -7.005E-015   6.104E-001
           8  8.000E-009  -1.538E+003   0.000E+000   0.000E+000   1.248E-004   1.042E+003   9.794E-001   1.599E+002  -2.392E-015   0.000E+000   9.346E-003   1.854E-001   1.275E-010   2.520E-012   3.245E-014   4.624E-011   2.166E-010   6.114E-015   1.948E-001   1.708E-010  -7.189E-015   6.104E-001
           9  9.000E-009  -1.861E+003   0.000E+000   0.000E+000   1.250E-004   1.046E+003   9.785E-001   1.599E+002  -1.949E-015   0.000E+000   9.346E-003   1.854E-001   1.548E-010   3.404E-012   4.884E-014   5.700E-011   2.565E-010   7.123E-015   1.948E-001   2.024E-010  -7.182E-015   6.104E-001
          10  1.000E-008  -1.512E+003   0.000E+000   0.000E+000   1.272E-004   1.152E+003   9.728E-001   1.599E+002  -2.480E-015   0.000E+000   9.346E-003   1.854E-001   1.234E-010  -7.172E-015  -7.172E-015   6.326E-011  -7.172E-015  -7.531E-015   1.948E-001  -6.675E-015  -7.661E-015   6.104E-001
         100  1.000E-007  -9.609E+002   0.000E+000   0.000E+000   1.392E-004   1.405E+003   9.924E-001   1.599E+002  -2.339E-014   0.000E+000   9.346E-003   1.854E-001   1.436E-008   4.942E-009   8.935E-010   4.722E-009   2.121E-008   7.229E-012   1.948E-001   1.183E-008   9.332E-012   6.104E-001
         200  2.000E-007  -7.152E+002   0.000E+000   0.000E+000   1.435E-004   1.524E+003   9.949E-001   1.599E+002  -2.232E-014   0.000E+000   9.346E-003   1.854E-001   5.246E-008   2.972E-008   1.237E-008   1.293E-008   9.829E-008   1.344E-010   1.948E-001   7.365E-008   3.693E-011   6.104E-001
         300  3.000E-007  -5.173E+002   0.000E+000   0.000E+000   1.458E-004   1.594E+003   9.966E-001   1.599E+002  -2.941E-014   0.000E+000   9.346E-003   1.854E-001   1.030E-007   7.501E-008   4.879E-008   2.414E-008   1.904E-007   3.771E-010   1.948E-001   1.728E-007   5.569E-011   6.104E-001
         400  4.000E-007  -4.524E+002   0.000E+000   0.000E+000   1.472E-004   1.641E+003   9.976E-001   1.599E+002  -3.331E-014   0.000E+000   9.345E-003   1.854E-001   1.720E-007   1.441E-007   1.269E-007   3.913E-008   2.988E-007   7.619E-010   1.948E-001   2.896E-007   8.393E-011   6.104E-001
         500  5.000E-007  -3.756E+002   0.000E+000   0.000E+000   1.481E-004   1.675E+003   9.977E-001   1.599E+002  -3.508E-014   0.000E+000   9.345E-003   1.854E-001   2.634E-007   2.411E-007   2.649E-007   5.873E-008   4.247E-007   1.288E-009   1.948E-001   4.376E-007   1.226E-010   6.104E-001
         600  6.000E-007  -3.114E+002   0.000E+000   0.000E+000   1.488E-004   1.701E+003   9.984E-001   1.599E+002  -3.437E-014   0.000E+000   9.345E-003   1.854E-001   3.822E-007   3.716E-007   4.836E-007   8.394E-008   5.659E-007   1.942E-009   1.948E-001   6.209E-007   1.722E-010   6.104E-001
         700  7.000E-007  -2.916E+002   0.000E+000   0.000E+000   1.494E-004   1.722E+003   9.986E-001   1.599E+002  -3.224E-014   0.000E+000   9.345E-003   1.854E-001   5.346E-007   5.431E-007   8.079E-007   1.160E-007   7.206E-007   2.704E-009   1.948E-001   8.433E-007   2.337E-010   6.104E-001
         800  8.000E-007  -2.621E+002   0.000E+000   0.000E+000   1.499E-004   1.739E+003   9.989E-001   1.599E+002  -2.622E-014   0.000E+000   9.344E-003   1.854E-001   7.282E-007   7.650E-007   1.268E-006   1.564E-007   8.876E-007   3.554E-009   1.948E-001   1.110E-006   3.088E-010   6.104E-001
         900  9.000E-007  -2.447E+002   0.000E+000   0.000E+000   1.503E-004   1.753E+003   9.991E-001   1.599E+002  -2.374E-014   0.000E+000   9.344E-003   1.854E-001   9.725E-007   1.049E-006   1.902E-006   2.072E-007   1.066E-006   4.475E-009   1.948E-001   1.429E-006   4.000E-010   6.104E-001
        1000  1.000E-006  -2.498E+002   0.000E+000   0.000E+000   1.506E-004   1.765E+003   9.992E-001   1.599E+002  -2.728E-014   0.000E+000   9.343E-003   1.854E-001   1.279E-006   1.410E-006   2.754E-006   2.708E-007   1.254E-006   5.453E-009   1.948E-001   1.808E-006   5.105E-010   6.104E-001
        1100  1.100E-006  -1.961E+002   0.000E+000   0.000E+000   1.510E-004   1.776E+003   9.990E-001   1.599E+002  -2.516E-014   0.000E+000   9.342E-003   1.854E-001   1.663E-006   1.867E-006   3.883E-006   3.501E-007   1.452E-006   6.473E-009   1.948E-001   2.260E-006   6.444E-010   6.104E-001
        1200  1.200E-006  -2.603E+002   0.000E+000   0.000E+000   1.512E-004   1.785E+003   9.993E-001   1.599E+002  -2.551E-014   0.000E+000   9.341E-003   1.854E-001   2.144E-006   2.442E-006   5.358E-006   4.490E-007   1.659E-006   7.528E-009   1.948E-001   2.800E-006   8.071E-010   6.104E-001
        1300  1.300E-006  -1.947E+002   0.000E+000   0.000E+000   1.514E-004   1.793E+003   9.994E-001   1.599E+002  -1.736E-014   0.000E+000   9.339E-003   1.854E-001   2.741E-006   3.162E-006   7.264E-006   5.719E-007   1.874E-006   8.610E-009   1.948E-001   3.446E-006   1.003E-009   6.104E-001
        1400  1.400E-006  -1.761E+002   0.000E+000   0.000E+000   1.516E-004   1.800E+003   9.994E-001   1.599E+002  -1.169E-014   0.000E+000   9.338E-003   1.854E-001   3.483E-006   4.062E-006   9.706E-006   7.243E-007   2.098E-006   9.717E-009   1.948E-001   4.221E-006   1.242E-009   6.104E-001
        1500  1.500E-006  -1.720E+002   0.000E+000   0.000E+000   1.517E-004   1.807E+003   9.995E-001   1.599E+002  -1.240E-014   0.000E+000   9.335E-003   1.853E-001   4.406E-006   5.187E-006   1.282E-005   9.134E-007   2.331E-006   1.085E-008   1.948E-001   5.154E-006   1.532E-009   6.104E-001
        1600  1.600E-006  -1.637E+002   0.000E+000   0.000E+000   1.519E-004   1.813E+003   9.996E-001   1.599E+002  -9.213E-015   0.000E+000   9.333E-003   1.853E-001   5.551E-006   6.588E-006   1.676E-005   1.148E-006   2.574E-006   1.200E-008   1.948E-001   6.282E-006   1.886E-009   6.104E-001
        1700  1.700E-006  -1.384E+002   0.000E+000   0.000E+000   1.520E-004   1.819E+003   9.996E-001   1.599E+002  -1.276E-014   0.000E+000   9.329E-003   1.853E-001   6.971E-006   8.333E-006   2.174E-005   1.438E-006   2.826E-006   1.317E-008   1.948E-001   7.648E-006   2.316E-009   6.104E-001
        1800  1.800E-006  -1.541E+002   0.000E+000   0.000E+000   1.522E-004   1.824E+003   9.997E-001   1.599E+002  -1.346E-014   0.000E+000   9.325E-003   1.852E-001   8.731E-006   1.050E-005   2.800E-005   1.797E-006   3.089E-006   1.437E-008   1.948E-001   9.309E-006   2.841E-009   6.104E-001
        1900  1.900E-006  -1.437E+002   0.000E+000   0.000E+000   1.523E-004   1.829E+003   9.997E-001   1.599E+002  -1.169E-014   0.000E+000   9.320E-003   1.852E-001   1.091E-005   1.320E-005   3.586E-005   2.241E-006   3.365E-006   1.561E-008   1.948E-001   1.133E-005   3.480E-009   6.104E-001
        2000  2.000E-006  -1.461E+002   0.000E+000   0.000E+000   1.524E-004   1.833E+003   9.996E-001   1.599E+002  -1.063E-014   0.000E+000   9.313E-003   1.851E-001   1.361E-005   1.655E-005   4.569E-005   2.791E-006   3.654E-006   1.688E-008   1.948E-001   1.381E-005   4.261E-009   6.104E-001
        2100  2.100E-006  -1.604E+002   0.000E+000   0.000E+000   1.525E-004   1.838E+003   9.997E-001   1.599E+002  -1.346E-014   0.000E+000   9.305E-003   1.851E-001   1.695E-005   2.070E-005   5.797E-005   3.470E-006   3.960E-006   1.820E-008   1.948E-001   1.683E-005   5.217E-009   6.104E-001
        2200  2.200E-006  -1.273E+002   0.000E+000   0.000E+000   1.528E-004   1.842E+003   9.999E-001   1.599E+002  -8.327E-015   0.000E+000   9.295E-003   1.850E-001   2.108E-005   2.586E-005   7.328E-005   4.310E-006   4.285E-006   1.957E-008   1.947E-001   2.055E-005   6.388E-009   6.104E-001
        2300  2.300E-006  -1.355E+002   0.000E+000   0.000E+000   1.528E-004   1.845E+003   9.997E-001   1.599E+002  -5.669E-015   0.000E+000   9.283E-003   1.849E-001   2.620E-005   3.225E-005   9.235E-005   5.347E-006   4.631E-006   2.102E-008   1.947E-001   2.511E-005   7.814E-009   6.104E-001
        2400  2.400E-006  -1.312E+002   0.000E+000   0.000E+000   1.528E-004   1.848E+003   9.998E-001   1.599E+002  -4.606E-015   0.000E+000   9.267E-003   1.847E-001   3.252E-005   4.016E-005   1.160E-004   6.627E-006   5.003E-006   2.255E-008   1.947E-001   3.071E-005   9.561E-009   6.104E-001
        2500  2.500E-006  -1.185E+002   0.000E+000   0.000E+000   1.529E-004   1.851E+003   9.998E-001   1.599E+002  -5.492E-015   0.000E+000   9.248E-003   1.846E-001   4.033E-005   4.996E-005   1.455E-004   8.208E-006   5.405E-006   2.419E-008   1.947E-001   3.761E-005   1.170E-008   6.104E-001
        2600  2.600E-006  -1.218E+002   0.000E+000   0.000E+000   1.529E-004   1.854E+003   9.999E-001   1.599E+002  -4.606E-015   0.000E+000   9.224E-003   1.844E-001   4.998E-005   6.208E-005   1.820E-004   1.015E-005   5.841E-006   2.597E-008   1.947E-001   4.610E-005   1.432E-008   6.104E-001
        2700  2.700E-006  -1.022E+002   0.000E+000   0.000E+000   1.530E-004   1.857E+003   9.998E-001   1.599E+002  -9.390E-015   0.000E+000   9.195E-003   1.841E-001   6.190E-005   7.709E-005   2.273E-004   1.255E-005   6.318E-006   2.790E-008   1.947E-001   5.656E-005   1.753E-008   6.104E-001
        2800  2.800E-006  -1.116E+002   0.000E+000   0.000E+000   1.531E-004   1.860E+003   9.999E-001   1.599E+002  -1.160E-014   0.000E+000   9.158E-003   1.838E-001   7.662E-005   9.563E-005   2.834E-004   1.549E-005   6.840E-006   3.004E-008   1.946E-001   6.946E-005   2.145E-008   6.104E-001
        2900  2.900E-006  -1.169E+002   0.000E+000   0.000E+000   1.531E-004   1.863E+003   9.999E-001   1.599E+002  -1.719E-014   0.000E+000   9.114E-003   1.834E-001   9.478E-005   1.186E-004   3.528E-004   1.913E-005   7.415E-006   3.242E-008   1.946E-001   8.537E-005   2.624E-008   6.104E-001
        3000  3.000E-006  -1.091E+002   0.000E+000   0.000E+000   1.532E-004   1.865E+003   1.000E+000   1.599E+002  -1.630E-014   0.000E+000   9.058E-003   1.829E-001   1.171E-004   1.469E-004   4.385E-004   2.360E-005   8.049E-006   3.513E-008   1.946E-001   1.050E-004   3.210E-008   6.104E-001
        3100  3.100E-006  -1.158E+002   0.000E+000   0.000E+000   1.532E-004   1.867E+003   1.000E+000   1.599E+002  -2.091E-014   0.000E+000   8.991E-003   1.823E-001   1.446E-004   1.818E-004   5.445E-004   2.909E-005   8.746E-006   3.825E-008   1.945E-001   1.292E-004   3.923E-008   6.104E-001
        3200  3.200E-006  -9.198E+001   0.000E+000   0.000E+000   1.533E-004   1.870E+003   1.000E+000   1.599E+002  -2.055E-014   0.000E+000   8.908E-003   1.816E-001   1.786E-004   2.248E-004   6.751E-004   3.584E-005   9.511E-006   4.184E-008   1.944E-001   1.590E-004   4.791E-008   6.104E-001
        3300  3.300E-006  -9.347E+001   0.000E+000   0.000E+000   1.533E-004   1.873E+003   1.000E+000   1.599E+002  -2.268E-014   0.000E+000   8.807E-003   1.807E-001   2.204E-004   2.779E-004   8.364E-004   4.414E-005   1.035E-005   4.606E-008   1.943E-001   1.959E-004   5.850E-008   6.104E-001
        3400  3.400E-006  -1.284E+002   0.000E+000   0.000E+000   1.534E-004   1.874E+003   1.001E+000   1.599E+002  -2.126E-014   0.000E+000   8.685E-003   1.796E-001   2.720E-004   3.432E-004   1.035E-003   5.433E-005   1.125E-005   5.115E-008   1.942E-001   2.413E-004   7.131E-008   6.104E-001
        3500  3.500E-006  -1.066E+002   0.000E+000   0.000E+000   1.534E-004   1.876E+003   1.001E+000   1.599E+002  -2.144E-014   0.000E+000   8.537E-003   1.783E-001   3.354E-004   4.233E-004   1.279E-003   6.677E-005   1.221E-005   5.743E-008   1.941E-001   2.973E-004   8.669E-008   6.104E-001
        3600  3.600E-006  -9.660E+001   0.000E+000   0.000E+000   1.534E-004   1.878E+003   1.001E+000   1.599E+002  -2.463E-014   0.000E+000   8.360E-003   1.768E-001   4.131E-004   5.213E-004   1.576E-003   8.195E-005   1.321E-005   6.530E-008   1.940E-001   3.660E-004   1.051E-007   6.104E-001
        3700  3.700E-006  -1.033E+002   0.000E+000   0.000E+000   1.534E-004   1.880E+003   1.001E+000   1.599E+002  -2.126E-014   0.000E+000   8.150E-003   1.749E-001   5.085E-004   6.413E-004   1.940E-003   1.004E-004   1.421E-005   7.539E-008   1.938E-001   4.504E-004   1.272E-007   6.104E-001
        3800  3.800E-006  -9.058E+001   0.000E+000   0.000E+000   1.535E-004   1.882E+003   1.001E+000   1.599E+002  -1.807E-014   0.000E+000   7.902E-003   1.726E-001   6.253E-004   7.877E-004   2.383E-003   1.228E-004   1.519E-005   8.857E-008   1.935E-001   5.539E-004   1.533E-007   6.104E-001
        3900  3.900E-006  -7.344E+001   0.000E+000   0.000E+000   1.535E-004   1.884E+003   1.002E+000   1.599E+002  -1.931E-014   0.000E+000   7.614E-003   1.700E-001   7.680E-004   9.656E-004   2.920E-003   1.499E-004   1.613E-005   1.061E-007   1.933E-001   6.808E-004   1.840E-007   6.104E-001
        4000  4.000E-006  -9.747E+001   0.000E+000   0.000E+000   1.535E-004   1.886E+003   1.002E+000   1.599E+002  -1.913E-014   0.000E+000   7.284E-003   1.670E-001   9.420E-004   1.181E-003   3.570E-003   1.824E-004   1.613E-005   1.298E-007   1.929E-001   8.360E-004   2.197E-007   6.104E-001
        4100  4.100E-006  -9.921E+001   0.000E+000   0.000E+000   1.535E-004   1.888E+003   1.003E+000   1.599E+002  -1.789E-014   0.000E+000   6.913E-003   1.635E-001   1.154E-003   1.440E-003   4.350E-003   2.212E-004   1.598E-005   1.622E-007   1.925E-001   1.025E-003   2.609E-007   6.104E-001
        4200  4.200E-006  -9.756E+001   0.000E+000   0.000E+000   1.535E-004   1.890E+003   1.003E+000   1.599E+002  -1.807E-014   0.000E+000   6.502E-003   1.596E-001   1.410E-003   1.751E-003   5.282E-003   2.672E-004   1.582E-005   2.066E-007   1.921E-001   1.255E-003   3.075E-007   6.103E-001
        4300  4.300E-006  -8.119E+001   0.000E+000   0.000E+000   1.536E-004   1.892E+003   1.004E+000   1.599E+002  -1.577E-014   0.000E+000   6.059E-003   1.553E-001   1.719E-003   2.121E-003   6.385E-003   3.213E-004   1.566E-005   2.676E-007   1.915E-001   1.534E-003   3.597E-007   6.103E-001
        4400  4.400E-006  -7.873E+001   0.000E+000   0.000E+000   1.536E-004   1.895E+003   1.004E+000   1.599E+002  -1.754E-014   0.000E+000   5.590E-003   1.507E-001   2.089E-003   2.557E-003   7.681E-003   3.843E-004   1.548E-005   3.506E-007   1.909E-001   1.871E-003   4.173E-007   6.103E-001
        4500  4.500E-006  -9.097E+001   0.000E+000   0.000E+000   1.536E-004   1.897E+003   1.005E+000   1.599E+002  -1.993E-014   0.000E+000   5.110E-003   1.457E-001   2.532E-003   3.065E-003   9.185E-003   4.566E-004   1.529E-005   4.624E-007   1.902E-001   2.275E-003   4.792E-007   6.103E-001
        4600  4.600E-006  -7.955E+001   0.000E+000   0.000E+000   1.536E-004   1.899E+003   1.006E+000   1.599E+002  -2.179E-014   0.000E+000   4.630E-003   1.406E-001   3.053E-003   3.649E-003   1.091E-002   5.383E-004   1.506E-005   6.101E-007   1.894E-001   2.757E-003   5.443E-007   6.103E-001
        4700  4.700E-006  -7.272E+001   0.000E+000   0.000E+000   1.536E-004   1.902E+003   1.007E+000   1.599E+002  -2.037E-014   0.000E+000   4.166E-003   1.355E-001   3.664E-003   4.310E-003   1.285E-002   6.290E-004   1.482E-005   8.001E-007   1.886E-001   3.326E-003   6.113E-007   6.103E-001
        4800  4.800E-006  -7.189E+001   0.000E+000   0.000E+000   1.536E-004   1.905E+003   1.008E+000   1.599E+002  -2.250E-014   0.000E+000   3.728E-003   1.304E-001   4.372E-003   5.045E-003   1.500E-002   7.276E-004   1.455E-005   1.038E-006   1.876E-001   3.994E-003   6.784E-007   6.102E-001
        4900  4.900E-006  -5.053E+001   0.000E+000   0.000E+000   1.536E-004   1.907E+003   1.009E+000   1.599E+002  -2.055E-014   0.000E+000   3.328E-003   1.256E-001   5.180E-003   5.847E-003   1.733E-002   8.325E-004   1.427E-005   1.327E-006   1.866E-001   4.769E-003   7.439E-007   6.102E-001
        5000  5.000E-006  -6.362E+001   0.000E+000   0.000E+000   1.536E-004   1.910E+003   1.010E+000   1.599E+002  -2.197E-014   0.000E+000   2.973E-003   1.210E-001   6.091E-003   6.699E-003   1.982E-002   9.412E-004   1.397E-005   1.664E-006   1.855E-001   5.659E-003   8.059E-007   6.102E-001
        5100  5.100E-006  -7.846E+001   0.000E+000   0.000E+000   1.536E-004   1.914E+003   1.011E+000   1.599E+002  -1.843E-014   0.000E+000   2.664E-003   1.168E-001   7.101E-003   7.581E-003   2.241E-002   1.051E-003   1.366E-005   2.044E-006   1.844E-001   6.668E-003   8.629E-007   6.102E-001
        5200  5.200E-006  -7.880E+001   0.000E+000   0.000E+000   1.537E-004   1.917E+003   1.012E+000   1.599E+002  -1.736E-014   0.000E+000   2.403E-003   1.130E-001   8.199E-003   8.467E-003   2.503E-002   1.158E-003   1.335E-005   2.453E-006   1.833E-001   7.796E-003   9.132E-007   6.101E-001
