# C01-i_time   C02-time     C03-u        C04-v        C05-w        C06-rho      C07-T        C08-P        C09-Mass     C10-X Mom    C11-Y Mom    C12-H2       C13-O2       C14-O        C15-OH       C16-H2O      C17-H        C18-HO2      C19-H2O2     C20-CO       C21-CO2      C22-HCO      C23-N2    
#              (sec)        (cm/s)       (cm/s)       (cm/s)       (g/cm^3)     (K)          (atm)        g/cm^3                                                                                                                                                                                          
       19500  1.950E-005  -2.817E+003   0.000E+000   0.000E+000   7.922E-004   3.021E+003   7.013E+000   8.463E+002   0.000E+000   0.000E+000   7.629E-004   4.330E-002   5.629E-003   1.589E-002   6.504E-002   2.577E-004   2.447E-005   1.349E-006   8.444E-002   1.657E-001   3.353E-007   6.102E-001
       19600  1.960E-005  -3.394E+003   0.000E+000   0.000E+000   7.896E-004   3.020E+003   6.987E+000   8.463E+002   3.084E-012   0.000E+000   7.631E-004   4.329E-002   5.627E-003   1.589E-002   6.505E-002   2.579E-004   2.440E-005   1.345E-006   8.442E-002   1.658E-001   3.350E-007   6.102E-001
       19700  1.970E-005  -3.979E+003   0.000E+000   0.000E+000   7.900E-004   3.022E+003   6.993E+000   8.463E+002   7.257E-013   0.000E+000   7.631E-004   4.328E-002   5.618E-003   1.590E-002   6.506E-002   2.566E-004   2.443E-005   1.345E-006   8.443E-002   1.658E-001   3.344E-007   6.102E-001
       19800  1.980E-005  -4.488E+003   0.000E+000   0.000E+000   7.976E-004   3.029E+003   7.078E+000   8.463E+002  -1.996E-012   0.000E+000   7.630E-004   4.325E-002   5.619E-003   1.590E-002   6.507E-002   2.566E-004   2.478E-005   1.343E-006   8.442E-002   1.658E-001   3.338E-007   6.102E-001
       19900  1.990E-005  -4.757E+003   0.000E+000   0.000E+000   8.033E-004   3.033E+003   7.135E+000   8.463E+002  -3.628E-013   0.000E+000   7.630E-004   4.323E-002   5.615E-003   1.591E-002   6.507E-002   2.566E-004   2.493E-005   1.344E-006   8.442E-002   1.658E-001   3.340E-007   6.102E-001
       20000  2.000E-005  -4.571E+003   0.000E+000   0.000E+000   8.072E-004   3.044E+003   7.288E+000   8.463E+002  -2.540E-012   0.000E+000   7.631E-004   4.321E-002   5.616E-003   1.598E-002   6.508E-002   2.563E-004   2.567E-005   1.335E-006   8.440E-002   1.659E-001   3.362E-007   6.102E-001
           1  1.000E-009  -4.551E+000   0.000E+000   0.000E+000   4.977E-004   1.050E+003   3.994E+000   1.057E+003  -2.768E-018   0.000E+000   9.346E-003   1.854E-001  -1.166E-015  -1.214E-015  -1.214E-015  -1.214E-015  -1.214E-015  -1.214E-015   1.948E-001  -1.139E-015  -1.262E-015   6.104E-001
           2  2.000E-009  -1.809E+001   0.000E+000   0.000E+000   4.977E-004   1.050E+003   3.988E+000   1.057E+003  -2.215E-017   0.000E+000   9.346E-003   1.854E-001  -1.214E-015  -1.214E-015  -1.214E-015  -1.262E-015  -1.214E-015  -1.214E-015   1.948E-001  -1.166E-015  -1.262E-015   6.104E-001
           3  3.000E-009  -4.037E+001   0.000E+000   0.000E+000   4.978E-004   1.051E+003   3.983E+000   1.057E+003  -2.436E-016   0.000E+000   9.346E-003   1.854E-001  -1.214E-015  -1.214E-015  -1.262E-015  -1.262E-015  -1.214E-015  -1.262E-015   1.948E-001  -1.166E-015  -1.262E-015   6.104E-001
           4  4.000E-009  -7.098E+001   0.000E+000   0.000E+000   4.978E-004   1.051E+003   3.978E+000   1.057E+003  -2.657E-016   0.000E+000   9.346E-003   1.854E-001  -1.214E-015  -1.262E-015  -1.262E-015  -1.262E-015  -1.214E-015  -1.262E-015   1.948E-001  -1.214E-015  -1.262E-015   6.104E-001
           5  5.000E-009  -1.094E+002   0.000E+000   0.000E+000   4.980E-004   1.051E+003   3.973E+000   1.057E+003  -6.644E-016   0.000E+000   9.346E-003   1.854E-001  -1.214E-015  -1.262E-015  -1.262E-015  -1.262E-015  -1.214E-015  -1.262E-015   1.948E-001  -1.214E-015  -1.262E-015   6.104E-001
           6  6.000E-009  -1.550E+002   0.000E+000   0.000E+000   4.982E-004   1.051E+003   3.968E+000   1.057E+003  -1.772E-016   0.000E+000   9.346E-003   1.854E-001  -1.214E-015  -1.262E-015  -1.262E-015  -1.262E-015  -1.214E-015  -1.262E-015   1.948E-001  -1.214E-015  -1.262E-015   6.104E-001
           7  7.000E-009  -2.072E+002   0.000E+000   0.000E+000   4.984E-004   1.051E+003   3.964E+000   1.057E+003  -7.972E-016   0.000E+000   9.346E-003   1.854E-001  -1.213E-015  -1.262E-015  -1.262E-015  -1.262E-015  -1.213E-015  -1.262E-015   1.948E-001  -1.213E-015  -1.262E-015   6.104E-001
           8  8.000E-009  -2.649E+002   0.000E+000   0.000E+000   4.987E-004   1.051E+003   3.961E+000   1.057E+003  -1.594E-015   0.000E+000   9.346E-003   1.854E-001  -1.213E-015  -1.262E-015  -1.262E-015  -1.262E-015  -1.213E-015  -1.262E-015   1.948E-001  -1.213E-015  -1.262E-015   6.104E-001
           9  9.000E-009  -3.274E+002   0.000E+000   0.000E+000   4.992E-004   1.051E+003   3.958E+000   1.057E+003  -1.772E-015   0.000E+000   9.346E-003   1.854E-001  -1.213E-015  -1.261E-015  -1.261E-015  -1.261E-015  -1.213E-015  -1.261E-015   1.948E-001  -1.213E-015  -1.261E-015   6.104E-001
          10  1.000E-008  -3.563E+002   0.000E+000   0.000E+000   5.422E-004   1.057E+003   3.961E+000   1.057E+003  -1.949E-015   0.000E+000   9.346E-003   1.854E-001  -1.277E-015  -1.277E-015  -1.277E-015  -1.277E-015  -1.277E-015  -1.277E-015   1.948E-001  -1.277E-015  -1.277E-015   6.104E-001
         100  1.000E-007  -3.408E+002   0.000E+000   0.000E+000   6.156E-004   1.071E+003   3.992E+000   1.057E+003  -7.087E-016   0.000E+000   9.346E-003   1.854E-001  -1.178E-015  -1.199E-015  -1.199E-015  -1.104E-015  -1.199E-015  -1.199E-015   1.948E-001  -1.199E-015  -1.169E-015   6.104E-001
         200  2.000E-007  -2.940E+002   0.000E+000   0.000E+000   6.547E-004   1.079E+003   3.994E+000   1.057E+003   1.949E-015   0.000E+000   9.345E-003   1.854E-001  -1.152E-015  -1.181E-015  -1.195E-015  -1.134E-015  -1.181E-015  -1.195E-015   1.948E-001  -1.181E-015  -1.152E-015   6.104E-001
         300  3.000E-007  -2.397E+002   0.000E+000   0.000E+000   6.836E-004   1.087E+003   3.994E+000   1.057E+003   2.161E-014   0.000E+000   9.345E-003   1.854E-001  -1.138E-015  -1.152E-015  -1.176E-015  -1.120E-015  -1.152E-015  -1.187E-015   1.948E-001  -1.187E-015  -1.137E-015   6.104E-001
         400  4.000E-007  -1.899E+002   0.000E+000   0.000E+000   7.065E-004   1.095E+003   3.995E+000   1.057E+003   2.197E-014   0.000E+000   9.344E-003   1.854E-001  -1.133E-015  -1.142E-015  -1.160E-015   1.697E-011  -1.133E-015  -1.178E-015   1.948E-001  -1.154E-015  -1.136E-015   6.104E-001
         500  5.000E-007  -1.597E+002   0.000E+000   0.000E+000   7.251E-004   1.102E+003   3.996E+000   1.057E+003   3.047E-014   0.000E+000   9.344E-003   1.854E-001  -1.136E-015  -1.134E-015  -1.177E-015   4.359E-011  -1.153E-015  -1.177E-015   1.948E-001  -1.162E-015  -1.123E-015   6.104E-001
         600  6.000E-007  -1.346E+002   0.000E+000   0.000E+000   7.408E-004   1.108E+003   3.996E+000   1.057E+003   2.339E-014   0.000E+000   9.343E-003   1.854E-001  -1.136E-015  -1.135E-015  -1.166E-015   6.387E-011   2.636E-010  -1.178E-015   1.948E-001  -1.178E-015   5.703E-013   6.104E-001
         700  7.000E-007  -1.181E+002   0.000E+000   0.000E+000   7.542E-004   1.112E+003   3.997E+000   1.057E+003   2.232E-014   0.000E+000   9.341E-003   1.854E-001  -1.126E-015  -1.126E-015  -1.151E-015   8.151E-011  -1.131E-015  -1.151E-015   1.948E-001  -1.151E-015   1.343E-012   6.104E-001
         800  8.000E-007  -1.093E+002   0.000E+000   0.000E+000   7.659E-004   1.116E+003   3.997E+000   1.057E+003   4.252E-014   0.000E+000   9.340E-003   1.854E-001  -1.123E-015   1.312E-010  -1.151E-015   1.013E-010  -1.135E-015  -1.151E-015   1.948E-001  -1.138E-015   1.681E-012   6.104E-001
         900  9.000E-007  -1.033E+002   0.000E+000   0.000E+000   7.761E-004   1.119E+003   3.997E+000   1.057E+003   4.110E-014   0.000E+000   9.338E-003   1.854E-001   1.292E-013   2.909E-010  -1.150E-015   1.241E-010   5.252E-011  -1.142E-015   1.948E-001  -1.139E-015   2.069E-012   6.104E-001
        1000  1.000E-006  -9.180E+001   0.000E+000   0.000E+000   7.853E-004   1.123E+003   3.997E+000   1.057E+003   5.315E-014   0.000E+000   9.335E-003   1.853E-001  -1.132E-015   3.601E-010  -1.140E-015   1.468E-010   5.513E-010  -1.147E-015   1.948E-001  -1.140E-015   2.455E-012   6.104E-001
        1100  1.100E-006  -8.873E+001   0.000E+000   0.000E+000   7.936E-004   1.125E+003   3.998E+000   1.057E+003   5.882E-014   0.000E+000   9.331E-003   1.853E-001   1.174E-010   4.163E-010  -1.133E-015   1.722E-010  -1.137E-015  -1.147E-015   1.948E-001  -1.133E-015   2.887E-012   6.104E-001
        1200  1.200E-006  -8.624E+001   0.000E+000   0.000E+000   8.009E-004   1.126E+003   3.998E+000   1.057E+003   3.472E-014   0.000E+000   9.327E-003   1.852E-001   7.933E-010   4.819E-010  -1.136E-015   2.006E-010  -1.137E-015  -1.144E-015   1.948E-001  -1.136E-015   3.371E-012   6.104E-001
        1300  1.300E-006  -8.881E+001   0.000E+000   0.000E+000   8.077E-004   1.128E+003   3.998E+000   1.057E+003   4.394E-014   0.000E+000   9.322E-003   1.852E-001   1.378E-009   5.559E-010  -1.136E-015   2.325E-010  -1.126E-015  -1.136E-015   1.948E-001  -1.136E-015   3.916E-012   6.104E-001
        1400  1.400E-006  -8.686E+001   0.000E+000   0.000E+000   8.149E-004   1.129E+003   3.998E+000   1.057E+003   5.457E-014   0.000E+000   9.315E-003   1.851E-001   1.560E-009   6.270E-010  -1.136E-015   2.681E-010  -1.126E-015  -1.133E-015   1.948E-001  -1.136E-015   4.523E-012   6.104E-001
        1500  1.500E-006  -7.570E+001   0.000E+000   0.000E+000   8.198E-004   1.131E+003   3.998E+000   1.057E+003   5.811E-014   0.000E+000   9.306E-003   1.850E-001   1.736E-009   7.071E-010  -1.136E-015   3.080E-010   1.109E-009  -1.132E-015   1.947E-001  -1.136E-015   5.206E-012   6.104E-001
        1600  1.600E-006  -7.712E+001   0.000E+000   0.000E+000   8.250E-004   1.132E+003   3.998E+000   1.057E+003   5.315E-014   0.000E+000   9.296E-003   1.849E-001   1.920E-009   7.960E-010  -1.138E-015   3.525E-010   5.832E-009  -1.133E-015   1.947E-001  -1.137E-015   5.963E-012   6.104E-001
        1700  1.700E-006  -7.385E+001   0.000E+000   0.000E+000   8.298E-004   1.133E+003   3.998E+000   1.057E+003   2.551E-014   0.000E+000   9.282E-003   1.848E-001   2.125E-009   8.955E-010  -1.138E-015   4.013E-010   6.497E-009  -1.133E-015   1.947E-001  -1.133E-015   6.754E-012   6.104E-001
        1800  1.800E-006  -7.166E+001   0.000E+000   0.000E+000   8.343E-004   1.135E+003   3.998E+000   1.057E+003   1.346E-014   0.000E+000   9.266E-003   1.846E-001   2.355E-009   1.007E-009  -1.133E-015   4.519E-010   7.975E-009  -1.131E-015   1.947E-001  -1.133E-015   7.610E-012   6.104E-001
        1900  1.900E-006  -7.157E+001   0.000E+000   0.000E+000   8.383E-004   1.136E+003   3.999E+000   1.057E+003   1.913E-014   0.000E+000   9.245E-003   1.844E-001   2.612E-009   1.131E-009  -1.125E-015   5.075E-010   9.208E-009  -1.135E-015   1.947E-001  -1.125E-015   8.553E-012   6.104E-001
        2000  2.000E-006  -7.267E+001   0.000E+000   0.000E+000   8.420E-004   1.137E+003   3.998E+000   1.057E+003   2.693E-014   0.000E+000   9.220E-003   1.842E-001   2.900E-009   1.269E-009  -1.125E-015   5.688E-010   1.243E-008  -1.136E-015   1.946E-001  -1.125E-015   9.591E-012   6.104E-001
        2100  2.100E-006  -6.758E+001   0.000E+000   0.000E+000   8.454E-004   1.138E+003   3.999E+000   1.057E+003   1.913E-014   0.000E+000   9.188E-003   1.838E-001   3.220E-009   1.423E-009  -1.124E-015   6.362E-010   1.582E-008  -1.136E-015   1.946E-001   1.916E-009   1.073E-011   6.104E-001
        2200  2.200E-006  -5.893E+001   0.000E+000   0.000E+000   8.485E-004   1.139E+003   3.999E+000   1.057E+003   1.417E-014   0.000E+000   9.150E-003   1.835E-001   3.576E-009   1.595E-009   2.565E-012   7.105E-010   1.799E-008  -1.136E-015   1.945E-001   8.243E-009   1.199E-011   6.104E-001
        2300  2.300E-006  -6.294E+001   0.000E+000   0.000E+000   8.514E-004   1.140E+003   3.999E+000   1.057E+003   1.417E-014   0.000E+000   9.102E-003   1.830E-001   3.937E-009   1.769E-009   1.382E-009   7.923E-010   2.038E-008  -1.136E-015   1.945E-001   8.605E-009   1.338E-011   6.104E-001
        2400  2.400E-006  -6.151E+001   0.000E+000   0.000E+000   8.540E-004   1.141E+003   3.999E+000   1.057E+003   3.969E-014   0.000E+000   9.044E-003   1.824E-001   4.332E-009   1.961E-009   5.582E-009   8.823E-010   2.304E-008  -1.136E-015   1.944E-001   9.915E-009   1.490E-011   6.104E-001
        2500  2.500E-006  -6.369E+001   0.000E+000   0.000E+000   8.563E-004   1.141E+003   3.999E+000   1.057E+003   4.465E-014   0.000E+000   8.973E-003   1.818E-001   4.766E-009   2.172E-009   1.399E-008   9.815E-010   2.599E-008  -1.136E-015   1.943E-001   1.277E-008   1.658E-011   6.104E-001
        2600  2.600E-006  -6.797E+001   0.000E+000   0.000E+000   8.582E-004   1.142E+003   3.999E+000   1.057E+003   5.528E-014   0.000E+000   8.888E-003   1.809E-001   5.244E-009   2.405E-009   2.015E-008   1.091E-009   2.927E-008  -1.142E-015   1.941E-001   1.806E-008   1.843E-011   6.104E-001
        2700  2.700E-006  -7.520E+001   0.000E+000   0.000E+000   8.599E-004   1.143E+003   3.999E+000   1.057E+003   4.358E-014   0.000E+000   8.784E-003   1.799E-001   5.773E-009   2.663E-009   1.936E-008   1.211E-009   3.291E-008  -1.141E-015   1.940E-001   2.096E-008   2.048E-011   6.104E-001
        2800  2.800E-006  -5.188E+001   0.000E+000   0.000E+000   8.614E-004   1.143E+003   4.000E+000   1.057E+003   3.579E-014   0.000E+000   8.660E-003   1.787E-001   6.355E-009   2.946E-009   2.000E-008   1.344E-009   3.695E-008  -1.138E-015   1.938E-001   1.976E-008   2.272E-011   6.104E-001
        2900  2.900E-006  -1.155E+002   0.000E+000   0.000E+000   8.620E-004   1.144E+003   4.000E+000   1.057E+003   4.695E-014   0.000E+000   8.512E-003   1.773E-001   6.996E-009   3.258E-009   2.423E-008   1.490E-009   4.144E-008  -1.144E-015   1.936E-001   1.956E-008   2.520E-011   6.104E-001
        3000  3.000E-006  -1.171E+002   0.000E+000   0.000E+000   8.623E-004   1.144E+003   4.000E+000   1.057E+003   7.583E-014   0.000E+000   8.336E-003   1.756E-001   7.701E-009   3.602E-009   3.602E-008   1.651E-009   4.640E-008  -1.148E-015   1.933E-001   2.195E-008   2.793E-011   6.104E-001
        3100  3.100E-006  -1.136E+002   0.000E+000   0.000E+000   8.620E-004   1.145E+003   4.000E+000   1.057E+003   5.776E-014   0.000E+000   8.129E-003   1.736E-001   8.479E-009   3.980E-009   4.211E-008   1.828E-009   5.190E-008  -1.148E-015   1.930E-001   2.941E-008   3.092E-011   6.104E-001
        3200  3.200E-006  -1.383E+002   0.000E+000   0.000E+000   8.608E-004   1.145E+003   4.000E+000   1.057E+003  -1.417E-015   0.000E+000   7.884E-003   1.713E-001   9.335E-009   4.397E-009   4.714E-008   2.023E-009   5.799E-008  -1.143E-015   1.926E-001   3.431E-008   3.423E-011   6.103E-001
        3300  3.300E-006  -1.697E+002   0.000E+000   0.000E+000   8.588E-004   1.146E+003   4.000E+000   1.057E+003   5.882E-014   0.000E+000   7.601E-003   1.685E-001   1.028E-008   4.857E-009   5.272E-008   2.238E-009   6.473E-008  -1.150E-015   1.921E-001   3.736E-008   3.786E-011   6.103E-001
        3400  3.400E-006  -2.054E+002   0.000E+000   0.000E+000   8.560E-004   1.146E+003   4.000E+000   1.057E+003   6.165E-014   0.000E+000   7.275E-003   1.654E-001   1.132E-008   5.363E-009   5.890E-008   2.474E-009   7.218E-008  -1.150E-015   1.915E-001   4.072E-008   4.186E-011   6.103E-001
        3500  3.500E-006  -2.526E+002   0.000E+000   0.000E+000   8.523E-004   1.147E+003   4.000E+000   1.057E+003   1.736E-014   0.000E+000   6.907E-003   1.617E-001   1.246E-008   5.922E-009   6.575E-008   2.735E-009   8.040E-008  -1.149E-015   1.909E-001   4.442E-008   4.626E-011   6.103E-001
        3600  3.600E-006  -3.012E+002   0.000E+000   0.000E+000   8.477E-004   1.147E+003   4.000E+000   1.057E+003   7.016E-014   0.000E+000   6.495E-003   1.575E-001   1.372E-008   6.537E-009   7.333E-008   3.021E-009   8.949E-008  -1.140E-015   1.901E-001   4.849E-008   5.111E-011   6.103E-001
        3700  3.700E-006  -3.614E+002   0.000E+000   0.000E+000   8.420E-004   1.148E+003   4.000E+000   1.057E+003   9.407E-014   0.000E+000   6.042E-003   1.529E-001   1.511E-008   7.214E-009   8.171E-008   3.336E-009   9.952E-008  -1.149E-015   1.892E-001   5.269E-008   5.644E-011   6.102E-001
        3800  3.800E-006  -4.258E+002   0.000E+000   0.000E+000   8.352E-004   1.149E+003   4.000E+000   1.057E+003   1.203E-013   0.000E+000   5.554E-003   1.478E-001   1.663E-008   7.961E-009   9.099E-008   3.683E-009   1.106E-007  -1.148E-015   1.881E-001   5.710E-008   6.208E-011   6.102E-001
        3900  3.900E-006  -4.962E+002   0.000E+000   0.000E+000   8.275E-004   1.149E+003   4.000E+000   1.057E+003   9.390E-014   0.000E+000   5.039E-003   1.423E-001   1.831E-008   8.784E-009   1.012E-007   4.064E-009   1.228E-007  -1.140E-015   1.869E-001   6.194E-008   6.806E-011   6.102E-001
        4000  4.000E-006  -5.641E+002   0.000E+000   0.000E+000   8.188E-004   1.150E+003   4.000E+000   1.057E+003   2.190E-013   0.000E+000   4.510E-003   1.365E-001   2.016E-008   9.691E-009   1.126E-007   4.462E-009   1.358E-007  -1.139E-015   1.855E-001   6.724E-008   7.385E-011   6.102E-001
        4100  4.100E-006  -6.582E+002   0.000E+000   0.000E+000   8.097E-004   1.150E+003   4.000E+000   1.057E+003   2.466E-013   0.000E+000   3.984E-003   1.305E-001   2.220E-008   1.069E-008   1.251E-007   4.841E-009   1.500E-007  -1.144E-015   1.840E-001   7.304E-008   8.012E-011   6.101E-001
        4200  4.200E-006  -7.493E+002   0.000E+000   0.000E+000   7.994E-004   1.151E+003   4.001E+000   1.057E+003   5.513E-013   0.000E+000   3.476E-003   1.244E-001   2.444E-008   1.179E-008   1.390E-007   5.251E-009   1.656E-007  -1.115E-015   1.823E-001   7.941E-008   8.692E-011   6.101E-001
        4300  4.300E-006  -8.427E+002   0.000E+000   0.000E+000   7.892E-004   1.151E+003   4.000E+000   1.057E+003   2.041E-013   0.000E+000   3.006E-003   1.184E-001   2.691E-008   1.300E-008   1.543E-007   5.696E-009   1.806E-007  -1.137E-015   1.804E-001   8.639E-008   9.429E-011   6.101E-001
        4400  4.400E-006  -9.289E+002   0.000E+000   0.000E+000   7.785E-004   1.152E+003   4.001E+000   1.057E+003   4.620E-013   0.000E+000   2.588E-003   1.127E-001   2.957E-008   1.434E-008   1.711E-007   6.179E-009   1.968E-007  -1.132E-015   1.784E-001   9.405E-008   1.023E-010   6.100E-001
        4500  4.500E-006  -1.003E+003   0.000E+000   0.000E+000   7.680E-004   1.153E+003   4.001E+000   1.057E+003   4.876E-013   0.000E+000   2.232E-003   1.074E-001   3.202E-008   1.581E-008   1.897E-007   6.703E-009   2.144E-007  -1.110E-015   1.763E-001   1.025E-007   1.110E-010   6.100E-001
        4600  4.600E-006  -1.072E+003   0.000E+000   0.000E+000   7.579E-004   1.153E+003   4.001E+000   1.057E+003   1.644E-013   0.000E+000   1.941E-003   1.026E-001   3.467E-008   1.737E-008   2.103E-007   7.271E-009   2.335E-007  -1.129E-015   1.741E-001   1.117E-007   1.204E-010   6.099E-001
        4700  4.700E-006  -1.133E+003   0.000E+000   0.000E+000   7.482E-004   1.154E+003   4.001E+000   1.057E+003   1.984E-013   0.000E+000   1.711E-003   9.840E-002   3.755E-008   1.883E-008   2.329E-007   7.888E-009   2.542E-007  -1.106E-015   1.718E-001   1.218E-007   1.306E-010   6.099E-001
        4800  4.800E-006  -1.189E+003   0.000E+000   0.000E+000   7.391E-004   1.155E+003   4.002E+000   1.057E+003  -8.504E-014   0.000E+000   1.536E-003   9.469E-002   4.067E-008   2.042E-008   2.578E-007   8.557E-009   2.766E-007  -1.128E-015   1.694E-001   1.329E-007   1.417E-010   6.098E-001
        4900  4.900E-006  -1.239E+003   0.000E+000   0.000E+000   7.305E-004   1.155E+003   4.002E+000   1.057E+003  -1.474E-013   0.000E+000   1.408E-003   9.146E-002   4.406E-008   2.215E-008   2.853E-007   9.284E-009   3.010E-007  -1.103E-015   1.670E-001   1.452E-007   1.538E-010   6.098E-001
        5000  5.000E-006  -1.283E+003   0.000E+000   0.000E+000   7.225E-004   1.156E+003   4.002E+000   1.057E+003  -6.123E-013   0.000E+000   1.315E-003   8.866E-002   4.775E-008   2.403E-008   3.156E-007   1.007E-008   3.274E-007  -1.103E-015   1.646E-001   1.586E-007   1.669E-010   6.098E-001
        5100  5.100E-006  -1.325E+003   0.000E+000   0.000E+000   7.150E-004   1.157E+003   4.003E+000   1.057E+003  -6.803E-013   0.000E+000   1.251E-003   8.622E-002   5.176E-008   2.608E-008   3.490E-007   1.093E-008   3.561E-007  -1.100E-015   1.622E-001   1.734E-007   1.812E-010   6.098E-001
        5200  5.200E-006  -1.361E+003   0.000E+000   0.000E+000   7.080E-004   1.158E+003   4.003E+000   1.057E+003  -8.844E-013   0.000E+000   1.207E-003   8.406E-002   5.611E-008   2.831E-008   3.858E-007   1.187E-008   3.872E-007  -1.101E-015   1.597E-001   1.896E-007   1.967E-010   6.097E-001
        5300  5.300E-006  -1.386E+003   0.000E+000   0.000E+000   7.015E-004   1.159E+003   4.004E+000   1.057E+003  -7.030E-013   0.000E+000   1.179E-003   8.213E-002   6.087E-008   3.075E-008   4.212E-007   1.289E-008   4.211E-007  -1.099E-015   1.573E-001   2.075E-007   2.138E-010   6.097E-001
        5400  5.400E-006  -1.404E+003   0.000E+000   0.000E+000   6.954E-004   1.159E+003   4.005E+000   1.057E+003  -1.315E-012   0.000E+000   1.161E-003   8.038E-002   6.604E-008   3.340E-008   4.586E-007   1.400E-008   4.579E-007  -1.099E-015   1.549E-001   2.274E-007   2.322E-010   6.097E-001
        5500  5.500E-006  -1.449E+003   0.000E+000   0.000E+000   6.900E-004   1.160E+003   4.007E+000   1.057E+003  -1.769E-012   0.000E+000   1.151E-003   7.877E-002   7.168E-008   3.629E-008   4.992E-007   1.521E-008   4.979E-007   4.501E-011   1.525E-001   2.493E-007   2.524E-010   6.097E-001
        5600  5.600E-006  -1.478E+003   0.000E+000   0.000E+000   6.845E-004   1.161E+003   4.008E+000   1.057E+003  -1.587E-012   0.000E+000   1.144E-003   7.727E-002   7.783E-008   3.945E-008   5.436E-007   1.653E-008   5.414E-007  -1.098E-015   1.502E-001   2.716E-007   2.744E-010   6.097E-001
        5700  5.700E-006  -1.532E+003   0.000E+000   0.000E+000   6.794E-004   1.162E+003   4.010E+000   1.057E+003  -2.812E-012   0.000E+000   1.137E-003   7.585E-002   8.454E-008   4.292E-008   5.919E-007   1.797E-008   5.887E-007   6.479E-010   1.478E-001   2.929E-007   2.985E-010   6.097E-001
        5800  5.800E-006  -1.545E+003   0.000E+000   0.000E+000   6.745E-004   1.163E+003   4.012E+000   1.057E+003  -2.540E-012   0.000E+000   1.131E-003   7.451E-002   9.188E-008   4.671E-008   6.447E-007   1.954E-008   6.403E-007  -1.098E-015   1.456E-001   3.162E-007   3.249E-010   6.096E-001
        5900  5.900E-006  -1.571E+003   0.000E+000   0.000E+000   6.699E-004   1.164E+003   4.015E+000   1.057E+003  -2.903E-012   0.000E+000   1.124E-003   7.323E-002   9.991E-008   5.087E-008   7.023E-007   2.127E-008   6.965E-007   1.219E-009   1.433E-001   3.414E-007   3.539E-010   6.096E-001
        6000  6.000E-006  -1.592E+003   0.000E+000   0.000E+000   6.656E-004   1.165E+003   4.018E+000   1.057E+003  -2.631E-012   0.000E+000   1.118E-003   7.201E-002   1.087E-007   5.545E-008   7.654E-007   2.316E-008   7.579E-007  -1.098E-015   1.411E-001   3.690E-007   3.857E-010   6.096E-001
        6100  6.100E-006  -1.609E+003   0.000E+000   0.000E+000   6.615E-004   1.166E+003   4.022E+000   1.057E+003  -2.313E-012   0.000E+000   1.110E-003   7.083E-002   1.184E-007   6.048E-008   8.345E-007   2.523E-008   8.249E-007   1.097E-009   1.390E-001   3.991E-007   4.207E-010   6.096E-001
        6200  6.200E-006  -1.628E+003   0.000E+000   0.000E+000   6.576E-004   1.167E+003   4.027E+000   1.057E+003  -2.041E-012   0.000E+000   1.105E-003   6.970E-002   1.290E-007   6.604E-008   9.102E-007   2.750E-008   8.981E-007  -1.099E-015   1.369E-001   4.321E-007   4.592E-010   6.096E-001
        6300  6.300E-006  -1.652E+003   0.000E+000   0.000E+000   6.539E-004   1.168E+003   4.032E+000   1.057E+003  -1.270E-012   0.000E+000   1.096E-003   6.861E-002   1.407E-007   7.217E-008   9.935E-007   3.000E-008   9.783E-007   1.043E-009   1.349E-001   4.681E-007   5.017E-010   6.096E-001
        6400  6.400E-006  -1.675E+003   0.000E+000   0.000E+000   6.504E-004   1.168E+003   4.039E+000   1.057E+003  -8.164E-013   0.000E+000   1.091E-003   6.756E-002   1.536E-007   7.896E-008   1.085E-006   3.276E-008   1.066E-006   2.886E-010   1.330E-001   5.078E-007   5.487E-010   6.097E-001
        6500  6.500E-006  -1.698E+003   0.000E+000   0.000E+000   6.471E-004   1.169E+003   4.047E+000   1.057E+003  -8.164E-013   0.000E+000   1.083E-003   6.655E-002   1.678E-007   8.649E-008   1.186E-006   3.581E-008   1.163E-006   1.217E-009   1.311E-001   5.513E-007   6.007E-010   6.096E-001
        6600  6.600E-006  -1.720E+003   0.000E+000   0.000E+000   6.439E-004   1.170E+003   4.056E+000   1.057E+003   1.270E-012   0.000E+000   1.077E-003   6.557E-002   1.836E-007   9.485E-008   1.298E-006   3.918E-008   1.269E-006   1.234E-009   1.293E-001   5.992E-007   6.585E-010   6.097E-001
        6700  6.700E-006  -1.739E+003   0.000E+000   0.000E+000   6.409E-004   1.171E+003   4.067E+000   1.057E+003   4.535E-013   0.000E+000   1.071E-003   6.464E-002   2.011E-007   1.042E-007   1.418E-006   4.292E-008   1.386E-006   1.979E-009   1.276E-001   6.509E-007   7.226E-010   6.097E-001
        6800  6.800E-006  -1.764E+003   0.000E+000   0.000E+000   6.380E-004   1.172E+003   4.080E+000   1.057E+003   1.814E-013   0.000E+000   1.064E-003   6.375E-002   2.206E-007   1.145E-007   1.551E-006   4.707E-008   1.511E-006   2.449E-009   1.259E-001   7.075E-007   7.939E-010   6.097E-001
        6900  6.900E-006  -1.792E+003   0.000E+000   0.000E+000   6.354E-004   1.173E+003   4.093E+000   1.057E+003  -5.443E-013   0.000E+000   1.061E-003   6.289E-002   2.421E-007   1.260E-007   1.697E-006   5.167E-008   1.649E-006   3.317E-009   1.243E-001   7.699E-007   8.730E-010   6.097E-001
